profile_name,offer_id,title,company,experience_level,workplace_type,city,technologies,salary_range,cross_score,relevant
frontend-senior,490,"Freelance Full Stack Developer","TeaCode S.C.",mid,remote,"Warszawa","TypeScript; Next.js; React; Node.js; Nest.js; AWS","10080-20160 PLN",0.086258,1
frontend-senior,326,"Full-Stack Developer","Evionica",mid,remote,"Warszawa","TypeScript; React; JavaScript; Vue; Rust","20000-24000 PLN",0.080364,1
frontend-senior,3206,"Fullstack Developer (Node.js + React) (m/k)","Devire",mid,remote,"","TypeScript; React; Node.js","16800-21000 PLN",0.073772,1
frontend-senior,3231,"React Native Developer","Miquido",mid,remote,"Kraków","React; Git; JS","14280-19320 PLN",0.069724,1
frontend-senior,316,"Full stack developer (Typescript&AWS)","Cyclad",mid,remote,"Warszawa","TypeScript; AWS","16800-20160 PLN",0.067980,1
frontend-senior,16,"React Developer","ITMAGINATION",mid,remote,"","Next.js; Zustand; React","15120-17640 PLN",0.065376,1
frontend-senior,4,"Fullstack Developer (Laravel + React) – ASAP k/m/*","Square One Resources",mid,remote,"","PostgreSQL; React; PHP","16800-23520 PLN",0.051660,1
frontend-senior,163,"Web Portal Developer","Pretius",mid,remote,"Warszawa","TypeScript; Next.js; Zustand; React; Styled Components; web portal development; Tanstack Query; UI architectures; Hooks; Storybook","15120-20160 PLN",0.050301,0
frontend-senior,4509,"Fullstack Developer (React / .NET)","co.brick",mid,remote,"Gliwice",".NET; React","15120-16800 PLN",0.048591,1
frontend-senior,5282,"Fullstack developer (Node.js and React) (f/m/d)","FIEGE Sp. z.o.o.",mid,remote,"Warszawa","React; Node.js","15000-18000 PLN",0.048246,1
frontend-senior,325,"Angular Developer 100% zdalnie","Ness Solution",mid,remote,"Warszawa","TypeScript; Angular; JavaScript; HTML; CSS","16800-23520 PLN",0.046021,1
frontend-senior,51,"Mid Angular Developer (z Ionic)","Angry Nerds",mid,remote,"Wrocław","TypeScript; Angular; JavaScript; Ionic","11700-16800 PLN",0.035778,1
frontend-senior,107,"Full Stack Engineer (Angular+.NET)","Andersen",mid,remote,"Kraków","Angular; .NET; Unit Testing; CI/CD pipelines; aws cloud","16868-18742 PLN",0.034109,1
frontend-senior,253,"Full-stack Engineer (Regular) @Makimo","Makimo",mid,remote,"Łódź","Angular; PostgreSQL; React; JavaScript; Python; Elixir; Vue; AWS","13000-16000 PLN",0.031579,0
frontend-senior,335,"FullStack Developer (React + Node.js)","ALTIMI",mid,remote,"Wrocław","React; Node.js; GCP","16800-23520 PLN",0.025514,1
frontend-senior,2979,"Shopify Developer","Cloudflight Poland",mid,remote,"Wrocław","TypeScript; JavaScript; CSS; REST API; Shopify; MySQL; Figma; SASS; Hydrogen","10080-14280 PLN",0.019126,0
frontend-senior,141,"Shopify Developer (osoba na stanowisku Shopify Developera)","Strix",mid,remote,"Kraków","React; JavaScript; HTML; CSS; REST API; Shopify","11000-15000 PLN",0.012017,1
frontend-senior,743,"AI Full-Stack Developer (m/k/n)","Upvanta",mid,remote,"","Python; AI; Azure","26040-26040 PLN",0.011686,0
backend-python-mid,5489,"Python Backend Developer","Smart Topaz sp. z o.o.",mid,remote,"","Python; Azure; SQL","19000-24000 PLN",0.876074,1
backend-python-mid,315,"Fullstack Developer","tonik",mid,remote,"Poznań","Next.js; Docker; PostgreSQL; React; JavaScript; HTML; Python; CSS; Rust; Microsoft Azure","18000-25000 PLN",0.625000,0
backend-python-mid,5780,"Python Developer","Link Group",mid,remote,"","PostgreSQL; Python; SQL","20160-23520 PLN",0.439388,1
backend-python-mid,290,"Node.js Developer","The Software House",mid,remote,"Gliwice","TypeScript; Node.js; CI/CD; Amazon AWS; SQL; React.JS","9500-16000 PLN",0.420322,0
backend-python-mid,90,"Full-Stack Developer","TaxCalc | Engager.app",mid,remote,"Wokingham","TypeScript; Angular; React; Python; Express.js; Git; Nest.js; Redis; SQL","14747-19663 PLN",0.405202,0
backend-python-mid,40,"Software Engineer","Ciklum",mid,remote,"Gdańsk","TypeScript; JavaScript; AWS","17502-18356 PLN",0.352628,0
backend-python-mid,5729,"Python Developer with Azure","DCG sp. z o.o.",mid,hybrid,"Poland","FastAPI; Python; Django","21840-25200 PLN",0.331452,1
backend-python-mid,207,"Software Engineer II","LegalZoom",mid,hybrid,"Kraków","PostgreSQL; JavaScript; Go; Amazon AWS; Backend; Front-End","20833-22500 PLN",0.318583,1
backend-python-mid,5796,"Mid/Senior Python Software Engineer","Shelton AI",mid,remote,"","Python; SQL; Django","18000-32000 PLN",0.215862,1
backend-python-mid,316,"Full stack developer (Typescript&AWS)","Cyclad",mid,remote,"Warszawa","TypeScript; AWS","16800-20160 PLN",0.201208,1
backend-python-mid,265,"Senior Backend Developer (Node.js + Hydra + AWS)","SCALO",mid,remote,"Kraków","Node; AWS","20160-22680 PLN",0.180194,1
backend-python-mid,4530,"Fullstack Developer (Typescript/AWS)","Upvanta sp. z o.o.",mid,remote,"Warszawa","TypeScript; Node.js; Java; Python; GitHub Actions; NoSQL; SQL; Lambda; AWS; Bamboo","18900-23730 PLN",0.168166,0
backend-python-mid,4987,"Java Developer","DCG",mid,remote,"","Java; SQL; MySQL","20160-22680 PLN",0.166062,0
backend-python-mid,5787,"Fullstack Developer","Connectis_",mid,hybrid,"Warszawa","React; API; Headless CMS","29400-31920 PLN",0.133637,0
backend-python-mid,742,"Fullstack Developer (Django + Angular)","Pro Business Solutions IT",mid,hybrid,"Katowice","Angular; Python; Django","16800-20160 PLN",0.119400,1
backend-python-mid,522,"Typescript Developer (Node.js)","CrustLab",mid,remote,"Kraków","TypeScript; Docker; PostgreSQL; Node.js; Express.js; MongoDB; DDD; AWS","15000-20000 PLN",0.118993,0
backend-python-mid,5602,".Net Developer","1dea",mid,remote,"",".NET; AWS","23520-44520 PLN",0.103604,1
backend-python-mid,213,"Fullstack Developer (Node.js, React)","Next Technology Professionals",mid,hybrid,"Warszawa","TypeScript; React; API; Node.js; AWS","13000-15000 PLN",0.098180,1
backend-python-mid,4,"Fullstack Developer (Laravel + React) – ASAP k/m/*","Square One Resources",mid,remote,"","PostgreSQL; React; PHP","16800-23520 PLN",0.093596,0
backend-python-mid,5452,".NET/ C# Developer","Upvanta",mid,remote,"",".NET; C#; AWS","25200-27300 PLN",0.087531,0
backend-python-mid,5662,"Hybrid Java Developer","Codeloop",mid,hybrid,"Warszawa","Java; Git; SQL","13500-27000 PLN",0.074007,0
backend-python-mid,9964,"Software Engineer (Data Science)","Xebia sp. z o.o.",mid,hybrid,"Rzeszów","Kotlin; Java; SQL","16700-21700 PLN",0.066011,0
backend-python-mid,5632,"Programista/Programistka Backend","Poznańskie Centrum Superkomputerowo - Sieciowe",mid,hybrid,"Poznań","Java; SQL; JVM","9000-15000 PLN",0.059703,1
backend-python-mid,343,"Business Automation Engineer (Python/Node.js)","Yard Corporate",mid,remote,"Kraków","Node.js; Python; Salesforce","100-130 PLN",0.052650,1
backend-python-mid,215,"Full-stack Engineer (JavaScript/React)","Motorola Solutions",mid,hybrid,"Kraków","React; JavaScript; AWS","14000-19000 PLN",0.048288,0
backend-python-mid,3569,"Full Stack Developer Java","Makeitright Sp. z o.o.",mid,remote,"","React; API; Java; AWS","18480-23520 PLN",0.047407,1
backend-python-mid,743,"AI Full-Stack Developer (m/k/n)","Upvanta",mid,remote,"","Python; AI; Azure","26040-26040 PLN",0.046609,0
backend-python-mid,5606,"Kotlin/Java Developer","Mindbox Sp. z o.o.",mid,hybrid,"Kraków","API; Kotlin; Java","24150-26250 PLN",0.046177,0
backend-python-mid,5745,"Fullstack Engineer (Python/ API/ Security)","Antal",mid,hybrid,"Kraków","API; Python; frontend","25200-33600 PLN",0.045060,1
backend-python-mid,278,"Fullstack Software Engineer - Widgets","monday.com",mid,hybrid,"Warszawa","TypeScript; Node.js; NoSQL; SQL; SQS/SNS/Kafka; AWS","31000-49000 PLN",0.042680,0
backend-python-mid,253,"Full-stack Engineer (Regular) @Makimo","Makimo",mid,remote,"Łódź","Angular; PostgreSQL; React; JavaScript; Python; Elixir; Vue; AWS","13000-16000 PLN",0.033791,0
backend-python-mid,746,"Fullstack Engineer (Node.js + React)","Square One Resources",mid,hybrid,"Warsaw","PostgreSQL; React; AWS","20160-23520 PLN",0.030209,1
backend-python-mid,249,"Fullstack Engineer (React & Node.js & Python)","Holisticon Connect",mid,remote,"Wrocław","TypeScript; Docker; React; API; JavaScript; Node.js; Python; AI; Linux; AWS","23520-26880 PLN",0.026518,1
backend-python-mid,4985,"Java Software Engineer","Motorola Solutions Systems Polska",mid,hybrid,"Kraków","Docker; Java; K8s","14600-19000 PLN",0.016649,0
backend-python-mid,317,"Full Stack Engineer (Python/Angular & Azure)","Poland",mid,hybrid,"Warszawa","Docker; Angular; Python; Azure; Kubernetes; Flask","25200-26880 PLN",0.009340,1
backend-java-senior,136,"Senior Back-end Engineer (NodeJS)","SwingDev—a hippo company",senior,remote,"Warszawa","TypeScript; PostgreSQL; JavaScript; Node.js; Microservices","26000-32000 PLN",0.958335,1
backend-java-senior,4644,"Senior Software Engineer (Java/Kotlin)","ARDURA Consulting",senior,remote,"","TypeScript; Kotlin; Java","24360-26880 PLN",0.954045,1
backend-java-senior,3582,"Senior Backend Engineer (Node.js / AWS)","Appliscale",senior,remote,"Kraków","TypeScript; JavaScript; Node.js; REST API; Amazon AWS; Terraform","19500-25000 PLN",0.952915,1
backend-java-senior,196,"Backend Engineer","FIXLY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",senior,remote,"Poznań","TypeScript; PostgreSQL; Node.js; Amazon AWS; Golang; DynamoDB","20000-25000 PLN",0.925960,1
backend-java-senior,4473,"Senior Back-end Engineer (Node.js)","SwingDev—a hippo company",senior,remote,"Warszawa","TypeScript; JavaScript; Node.js; Microservices; Nest.js","26000-32000 PLN",0.922753,1
backend-java-senior,97,"Senior Backend Developer  (TypeScript / NestJS / AWS)","TQLO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",senior,hybrid,"Warszawa","TypeScript; JavaScript; REST API; Nest.js; AWS","25200-30240 PLN",0.896897,1
backend-java-senior,68,"Staff / Senior Backend Software Engineer (Node.js & PHP)","iTeamly",senior,remote,"Kraków","PostgreSQL; PHP; Node.js; AWS","23000-34500 PLN",0.880396,1
backend-java-senior,4992,"Senior / Staff Full-Stack Engineer (Node.js  +  AWS)","Blue Language Labs Inc.",senior,remote,"","TypeScript; Node.js; AWS","40000-50000 PLN",0.880309,0
backend-java-senior,5038,"Staff / Senior Backend Software Engineer (Node.js & PHP)","iTeamly",senior,remote,"Kraków","PostgreSQL; PHP; Node.js; AWS","25000-36500 PLN",0.873700,1
backend-java-senior,5336,"Lead Backend Engineer Java & Test Automation","Mindbox Sp. z o.o.",senior,hybrid,"Kraków","Java; Design Patterns; Microservices architecture","33600-37800 PLN",0.867422,1
backend-java-senior,5488,"Middle/Senior Backend Engineer (Kafka, Java, ELK)","N-iX",senior,hybrid,"Gdynia","Java; Kafka; Spring","4000-4845 USD",0.867373,1
backend-java-senior,5470,"Senior Backend Developer / Developerka (Java)","ASTEK Polska",senior,hybrid,"Warszawa","Spring Boot; Java; REST API","25200-27300 PLN",0.863705,1
backend-java-senior,280,"Senior Backend Developer (Node.js/TypeScript)","Relout",senior,remote,"Warszawa","TypeScript; Node.js; Kubernetes; Serverless; Automated Testing; AWS","25000-32000 PLN",0.857977,1
backend-java-senior,5367,"Staff Software Engineer, Back-end (Identity Engineering)","Affirm",senior,remote,"","Kotlin; Python; AWS","29833-38166 PLN",0.841393,1
backend-java-senior,5614,"Senior Java Engineer (HCL Commerce & AWS)","Localhost, s.r.o.",senior,hybrid,"Prague","Java; AWS; HCL","18000-22000 PLN",0.837646,1
backend-java-senior,4573,"Senior Frontend Engineer (Angular & AWS Integration)","Chabre IT Services Sp. z.o.o",senior,remote,"Warszawa","Angular; Node.js; AWS","21000-25500 PLN",0.814918,0
backend-java-senior,2845,"Remote Senior Frontend Developer","LINCOR Software",senior,hybrid,"Warszawa","TypeScript; React; Java","16000-24000 PLN",0.814604,0
backend-java-senior,5566,"IDE Engineer (Senior/Staff)","VirtusLab",senior,hybrid,"Kielce","Kotlin; Multithreaded Programming; Plugin Development","21000-31080 PLN",0.812107,0
backend-java-senior,4980,"Senior Java Developer","AVENGA (Agencja Pracy, nr KRAZ: 8448)",senior,hybrid,"Warszawa","Spring Boot; Java; Kafka","28560-33600 PLN",0.785762,1
backend-java-senior,243,"Senior Backend Developer (node.js)","Intent",senior,remote,"Warszawa","Next.js; Node.js; AWS","20160-30240 PLN",0.770878,1
backend-java-senior,245,"Senior Fullstack Software Engineer","Bayer Sp. z o.o.",senior,hybrid,"Warszawa","TypeScript; JavaScript; Node.js; GraphQL; React.JS; AWS","20240-25300 PLN",0.767934,0
backend-java-senior,1102,"Senior Software Engineer, Fullstack (Servicing International)","Affirm",senior,remote,"","Kotlin; Python; MySQL; AWS","25083-33416 PLN",0.764671,1
backend-java-senior,333,"Senior FullStack Engineer (NodeJS + React)","Winged IT",senior,hybrid,"Warszawa","TypeScript; React; JavaScript; Node.js; MongoDB; AWS","28560-32760 PLN",0.754780,0
backend-java-senior,5430,"Senior Java Developer","Verita HR",senior,hybrid,"Kraków","Java; Cloud; Agile","28350-31500 PLN",0.743900,1
backend-java-senior,1442,"Senior Full Stack Engineer","Mindbox Sp. z o.o.",senior,hybrid,"Kraków","Spring Boot; Java; REST API; Web Applications","33600-37800 PLN",0.736654,1
backend-java-senior,5434,"Senior Full Stack Engineer (Java+React)","N-iX",senior,hybrid,"Gdynia","React; Java; TDD","5500-6445 USD",0.723459,1
backend-java-senior,5454,"Kotlin Developer","Verita HR",senior,hybrid,"Kraków","API; Kotlin; SQL","27300-32550 PLN",0.718188,1
backend-java-senior,5352,"Senior N8N Engineer","Xebia sp. z o.o.",senior,hybrid,"Rzeszów","Kotlin; LLM; n8n","17000-28200 PLN",0.717773,0
backend-java-senior,5426,"Senior Backend .NET Developer","OneRail Poland Sp. z o.o.",senior,hybrid,"Kraków",".NET; Microservices; MySQL","22000-28000 PLN",0.711893,1
backend-java-senior,246,"Senior Fullstack Developer + DevOps (Node,AWS,React)","ITDS",senior,remote,"Warszawa","TypeScript; Docker; React; JavaScript; Amazon AWS; Node","24000-30240 PLN",0.708149,1
backend-java-senior,144,"Fullstack Engineer","Experis Manpower Group",senior,hybrid,"Warszawa","Kotlin; JavaScript; Python","21840-23520 PLN",0.706444,1
backend-java-senior,1,"Senior Frontend Engineer (AdTech)","Ringier Axel Springer Tech",senior,hybrid,"Kraków","TypeScript; Github copilot; JavaScript","16400-27300 PLN",0.695255,0
backend-java-senior,5343,"Senior Java Developer","Tooploox",senior,hybrid,"Wroclaw","Java; GraphQL; Spring","19000-24000 PLN",0.692177,1
backend-java-senior,257,"Full-stack Engineer (ReactJS + Java)","ITLT",senior,hybrid,"Kraków","Java; React JS","26880-29400 PLN",0.668365,1
backend-java-senior,223,"Fullstack Developer Java + Angular z umiejętnością analizy systemowej (m/k/n)","Upvanta sp. z o.o.",senior,remote,"Wrocław","Docker; Angular; Java; Kubernetes","18900-21000 PLN",0.664337,1
backend-java-senior,5403,"Senior Java Engineer","N-iX",senior,hybrid,"Kraków","Java; Spring; Project Reactor","5712-6384 USD",0.661484,1
backend-java-senior,21,"Senior Software Engineer","LegalZoom",senior,hybrid,"Kraków","JavaScript; Python; C#; Datadog; APIs; Go; SQL; AWS","25000-27917 PLN",0.649771,0
backend-java-senior,314,"Principal Engineer (JavaScript)","Codepole",senior,remote,"Warszawa","TypeScript; Docker; PostgreSQL; React; Node.js; Cloud","35000-45000 PLN",0.628735,1
backend-java-senior,1433,"Back-End/Full-Stack Developer","Cognitran",senior,hybrid,"Szczecin","Java; DynamoDB; AWS","18480-30240 PLN",0.627343,1
backend-java-senior,453,"Senior UI Engineer","TPConnects Technologies",senior,hybrid,"Warszawa","Next.js; React; JavaScript; SQL; RESTful API","25000-30000 PLN",0.623935,1
backend-java-senior,5458,"Java Software Engineer (AWS)","Spyrosoft",senior,hybrid,"Kraków","Java; SQL; AWS","20160-29400 PLN",0.607845,1
backend-java-senior,1187,"Senior React Developer","TQLO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",senior,hybrid,"Warszawa","TypeScript; React; JavaScript","21840-25200 PLN",0.606754,0
backend-java-senior,1435," Web Engineer","AVENGA (Agencja Pracy, nr KRAZ: 8448)",senior,hybrid,"Warszawa","React; JavaScript; Kafka","28560-31920 PLN",0.597922,1
backend-java-senior,3,"Fullstack Developer Java + Angular z umiejętnością analizy systemowej (m/k/n)","Upvanta",senior,remote,"","Docker; Angular; Java","18900-21000 PLN",0.588764,1
backend-java-senior,2859,"Senior Software Engineer (React/Typescript)","HR Contact",senior,remote,"Kraków","TypeScript; React; JavaScript","18000-22000 PLN",0.580149,0
backend-java-senior,294,"Senior React Developer","7N",senior,hybrid,"Warszawa","TypeScript; React; JavaScript; Node.js; AWS","25200-30240 PLN",0.578267,1
backend-java-senior,487,"Senior / Mid Fullstack ​Developer z j. niemieckim - Loyalty Core Services","dmTECH Polska",senior,remote,"Wrocław","TypeScript; Spring Boot; React; Kotlin; Java; Azure; Playwright; Automated Testing; AWS; Electron","16800-30240 PLN",0.572886,1
backend-java-senior,186,"Senior React Engineer + Python","N-iX",senior,remote,"Kraków","React; Python; Apache Spark; MySQL; Kubernetes; AWS","18363-21669 PLN",0.565612,0
backend-java-senior,173,"Full Stack Engineer – Java / React (50/50)","j-labs",senior,hybrid,"Kraków","TypeScript; Spring Boot; PostgreSQL; React; JavaScript; Java; Microservices; RESTful; Spring; GCP","23520-28560 PLN",0.539962,1
backend-java-senior,5397,"Principal Product Engineer","CKSource",senior,hybrid,"Poznań","TypeScript; JavaScript; AI","38000-45000 PLN",0.522084,0
backend-java-senior,5532,"Senior Java Full Stack Developer","Tenth Revolution Group",senior,hybrid,"Warszawa","Spring Boot; React; Java","20000-28000 PLN",0.520572,1
backend-java-senior,14,"Full stack engineer (Java/Python + React)","Antal",senior,hybrid,"Kraków","Web API; Java; Python","30240-33600 PLN",0.512226,1
backend-java-senior,4529,"Full-Stack Developer (Java + Angular)","Upvanta sp. z o.o.",senior,hybrid,"Wrocław","Spring Boot; Docker; Angular; Java; Microservices; Kubernetes","18900-21000 PLN",0.511360,1
backend-java-senior,457,"Senior Frontend Engineer","CKSource",senior,remote,"Warszawa","TypeScript; JavaScript; AI","24000-32000 PLN",0.503356,0
backend-java-senior,77,"Senior Fullstack Developer","Framna (formerly Bright Inventions)",senior,hybrid,"Gdańsk","TypeScript; Next.js; React; JavaScript; Node.js; nestJS; NoSQL; SQL; Databases; AWS","20000-24000 PLN",0.483712,0
backend-java-senior,4544,"Senior FullStack Engineer","Future Media Ltd",senior,remote,"Poland (Remote)","TypeScript; Next.js; REST; PostgreSQL; Node.js; Amazon AWS; Nest.js; Kubernetes","21344-24760 PLN",0.480592,0
backend-java-senior,3922,"Senior Angular Developer","AVENGA (Agencja Pracy, nr KRAZ: 8448)",senior,remote,"","Spring Boot; Angular; Java","25200-28560 PLN",0.468394,1
backend-java-senior,5406,"Senior Node.js Developer","Green Minds Sp.zo.o.",senior,hybrid,"Warsaw","Node.js; GraphQL; Kafka","30240-33600 PLN",0.461984,0
backend-java-senior,7,"Senior Fullstack Developer (Java+Angular) (m/k)","Devire",senior,hybrid,"Wrocław","Spring Boot; Angular; Java","28560-33600 PLN",0.461853,1
backend-java-senior,24,"Senior FullStack Developer","Reply Polska Sp. z o. o.",senior,hybrid,"Katowice","TypeScript; Node.js; Java; Amazon AWS","13000-22000 PLN",0.456180,1
backend-java-senior,731,"Fullstack Developer ","AVENGA (Agencja Pracy, nr KRAZ: 8448)",senior,remote,"","TypeScript; Java; Spring","18480-21840 PLN",0.452894,1
backend-java-senior,3211,"Senior Fullstack Developer (Java + Angular)","Scalo",senior,hybrid,"Poznań","Angular; Java; Spring","24360-26040 PLN",0.447876,1
backend-java-senior,2139,"Web Engineer ","Mindbox Sp. z o.o.",senior,hybrid,"Warszawa","TypeScript; React; JavaScript","27300-33600 PLN",0.445728,0
backend-java-senior,114,"Senior Frontend Developer (Angular)","Reply Polska Sp. z o. o.",senior,hybrid,"Katowice","TypeScript; Angular; Java; Spring; RxJS","13000-22000 PLN",0.444082,1
backend-java-senior,106,"Senior Full Stack Developer (Java+React)","Altimetrik Poland",senior,remote,"Kraków","TypeScript; React; Kotlin; JavaScript; HTML; Java","24000-28000 PLN",0.441607,1
backend-java-senior,507,"Full Stack Data & AI Engineer (100% zdalnie)","Next Technology Professionals",senior,remote,"Warszawa","TypeScript; Docker; PostgreSQL; API; JavaScript; Node.js; LLM; RAG; AWS","28000-38000 PLN",0.434527,1
backend-java-senior,35,"Senior Javascript Engineer","Appliscale",senior,remote,"Kraków","JavaScript; Java; C++","24000-30000 PLN",0.426198,1
backend-java-senior,268,"Full Stack Developer","Alfavox",senior,remote,"Poznań","TypeScript; Next.js; Docker; PostgreSQL; React; C#; Redis; Kubernetes; .NET Core","18480-21840 PLN",0.423655,0
backend-java-senior,1097,"AI Native Software Engineer","Proof IT",senior,hybrid,"Riga","Java; AI; SQL","23500-27000 PLN",0.422776,1
backend-java-senior,5505,"Senior Fullstack Developer (Java/React)","Grape Up",senior,hybrid,"Kraków","React; Java; AWS","18300-26400 PLN",0.422059,1
backend-java-senior,58,"React Frontend Developer (AWS)","Nexio Management",senior,remote,"Warszawa","React; JavaScript; CSS; HTML5; AWS","16800-21840 PLN",0.419890,1
backend-java-senior,484,"React Developer (React + Node.js)","Pretius",senior,remote,"Warszawa","TypeScript; Docker; Angular; React; Node.js; Kubernetes; AWS Serverless","21840-30240 PLN",0.419547,1
backend-java-senior,5415,"Java Tech Lead","CSHARK Sp. z o.o.",senior,hybrid,"Wrocław","React; Java; Spring","28560-31920 PLN",0.418734,1
backend-java-senior,3583,"Senior Node.js Developer","RITS Professional Services",senior,remote,"Warszawa","TypeScript; Node.js; MongoDB; Kafka; Kubernetes","6720-8400 PLN",0.413978,1
backend-java-senior,113,"Senior Frontend Developer (Angular) (B2B)","Reply Polska Sp. z o. o.",senior,hybrid,"Katowice","TypeScript; Angular; Java; Spring; RxJS","16800-29400 PLN",0.413179,1
backend-java-senior,59,"Senior Full Stack/Web Performance Engineer","RTB House",senior,remote,"Warszawa","JavaScript; Java","36960-43680 PLN",0.405093,1
backend-java-senior,3202,"Senior Fullstack Developer (Java+React)","Integral Solutions",senior,hybrid,"Warszawa","React; Java; Spring","6720-9240 USD",0.402300,1
backend-java-senior,4280,"Fullstack Engineer (Python+React)","Square One Resources",senior,hybrid,"Kraków","PostgreSQL; React; Python","20160-23520 PLN",0.397988,0
backend-java-senior,282,"Senior Full-Stack Developer (Angular / Java / AWS)","Cyclad",senior,hybrid,"Wrocław","Angular; Java; AWS","20160-22680 PLN",0.393944,1
backend-java-senior,5361,"Java Developer (BPMN / Microservices)  m/k/n","Upvanta",senior,remote,"","Spring Boot; Java; Spring","23100-26880 PLN",0.393574,1
backend-java-senior,4661,"Senior Fullstack Developer","Infogain",senior,hybrid,"Kraków","TypeScript; REST; React; Java; Google Cloud Platform; NoSQL; SQL; Kafka","21840-25200 PLN",0.389460,0
backend-java-senior,5225,"Senior React Developer","DataArt",senior,remote,"Wrocław","REST; React; JavaScript","17000-19700 PLN",0.387689,0
backend-java-senior,359,"Senior Full Stack Engineer - Core UX (Europe)","Kalepa",senior,remote,"New York","React; JavaScript; Python","26014-47440 PLN",0.384619,0
backend-java-senior,5435,"UI Engineer","Mindbox Sp. z o.o.",senior,hybrid,"Kraków","JavaScript; HTML; CSS","29400-33600 PLN",0.382845,0
backend-java-senior,4496,"Senior Fullstack Developer (.Net + Angular)","Jit Team",senior,hybrid,"Gdańsk","Docker; Angular; .NET; JavaScript; AI; CI/CD; SQL; Kubernetes","18000-25000 PLN",0.381863,1
backend-java-senior,5450,"Java Developer","Antal",senior,hybrid,"Warszawa","Java; Spring; Groovy","23520-28560 PLN",0.379831,1
backend-java-senior,5569,"Java Developer (Workflow Specialist)","CSHARK Sp. z o.o.",senior,hybrid,"Wrocław","Java","23520-28560 PLN",0.376386,1
backend-java-senior,5378,"Lead Power Platforms Developer","Mindbox Sp. z o.o.",senior,hybrid,"Kraków","Spring Boot; PostgreSQL; Java","31500-35700 PLN",0.372386,1
backend-java-senior,3958,"Lead Node.js  Engineer","iTeamly",senior,remote,"Kraków","PostgreSQL; PHP; Node.js; AWS","26000-37000 PLN",0.356238,1
backend-java-senior,164,"Senior Node.js Developer","The Software House",senior,remote,"Gliwice","TypeScript; Node.js; Python; Amazon AWS; Nest.js; SQL","17000-26000 PLN",0.351926,0
backend-java-senior,1088,"Senior Fullstack Engineer","Ringier Axel Springer Tech",senior,hybrid,"Wrocław","TypeScript; React; JavaScript","16356-27260 PLN",0.347344,0
backend-java-senior,2840,"Senior Android Developer","Square One Resources",senior,remote,"","Kotlin; Retrofit; ROOM","28560-31920 PLN",0.346592,0
backend-java-senior,5497,"Golang Developer","AVENGA (Agencja Pracy, nr KRAZ: 8448)",senior,hybrid,"Warszawa","Docker; Golang; K8s","25200-31920 PLN",0.345122,0
backend-java-senior,3208,"FullStack Engineer (API Engineer)","Antal",senior,hybrid,"Kraków","API; Java; Degree","30240-33600 PLN",0.338633,0
backend-java-senior,31,"Fullstack Developer (AWS, Node.js, React)","Craftware",senior,remote,"Warszawa","TypeScript; PostgreSQL; React; JavaScript; Node.js; AWS","25200-33600 PLN",0.330419,1
backend-java-senior,5223,"Software Engineer (React)","Remodevs",senior,hybrid,"Warszawa","TypeScript; React; JavaScript","15089-17665 PLN",0.324385,0
backend-java-senior,3979,"Senior Fullstack Developer (.NET/Angular)","DCG",senior,hybrid,"Gdańsk","TypeScript; Docker; Angular; JavaScript; HTML; CSS; SQL; Kubernetes; .NET C#","21000-25200 PLN",0.323608,1
backend-java-senior,132,"Senior Typescript Engineer (Wallet Experience) - FinTech / Crypto","Incubly",senior,hybrid,"Łódź","TypeScript; React; JavaScript","27300-31500 PLN",0.323464,0
backend-java-senior,5511,"Java Developer","ITFS Sp. z o.o.",senior,hybrid,"Warszawa","Java; SQL; Pandas","30240-36960 PLN",0.320123,1
backend-java-senior,3210,"Senior Fullstack Developer – TypeScript/Java","teems.it sp. z o.o.",senior,hybrid,"Kraków","TypeScript; JavaScript; CSS","21000-25000 PLN",0.317967,1
backend-java-senior,117,"Senior Typescript Engineer (Device Experience) - FinTech / Crypto","Incubly",senior,hybrid,"Łódź","TypeScript; JavaScript","27300-31500 PLN",0.317761,1
backend-java-senior,5376,"Senior .NET Engineer","Kellton Europe",senior,hybrid,"Wrocław","Docker; .NET; GitHub Actions","23520-30240 PLN",0.314735,0
backend-java-senior,365,"FullStack Developer 🍿 (Angular+React) 📺 100% zdalnie🌍","Ness Solution",senior,remote,"Warszawa","Docker; Angular; React; Java; Spring; MyBatis; Oracle; Apache Kafka","23520-30240 PLN",0.311645,1
backend-java-senior,332,"Principal JavaScript Engineer","Winged IT",senior,hybrid,"Warszawa","React; JavaScript; Node.js; AWS","36960-42840 PLN",0.311012,1
backend-java-senior,5366,"Senior .Net Developer","Scalo",senior,hybrid,"Łódź","Java; C#; .NET Core","21840-23520 PLN",0.303513,0
backend-java-senior,1096,"CTO","Plecto ApS",senior,remote,"","PostgreSQL; Python; Django","30000-35000 PLN",0.302954,0
backend-java-senior,5453,"Senior Automation Tester/QA (Java)","Scalo",senior,hybrid,"Warszawa","Java; REST API; Selenium","19320-21000 PLN",0.301032,1
backend-java-senior,284,"Senior Frontend Developer","DCG",senior,remote,"Warszawa","TypeScript; React; JavaScript","21840-26040 PLN",0.300364,0
